origin,commodity_form,year,shipments
Bristol,hoops,1893,1
Bristol,hoops,1895,1
Bristol,scantlings,1891,1
Brunswick,boards,1891,1
Brunswick,boards,1895,1
Brunswick,deal ends,1891,1
Brunswick,deals,1895,1
Brunswick,deals,1899,1
Brunswick,ends,1881,1
Brunswick,firewood,1883,1
Brunswick,firewood,1889,1
Brunswick,hoops,1891,1
Brunswick,logs,1899,1
Brunswick,lumber,1897,1
Brunswick,lumber,1898,1
Brunswick,spars,1889,1
Brunswick,staves,1879,1
Brunswick,timber,1881,1
Brunswick,timber,1883,1
Brunswick,timber,1897,1
Buctouche,battens,1877,1
Buctouche,battens,1883,1
Buctouche,battens,1887,1
Buctouche,boards,1881,1
Buctouche,boards,1889,1
Buctouche,boards,1899,1
Buctouche,deal ends,1874,1
Buctouche,deal ends,1885,1
Buctouche,deals,1880,1
Buctouche,deals,1893,1
Buctouche,ends,1880,1
Buctouche,ends,1893,1
Buctouche,ends,1899,1
Buctouche,palings,1874,1
Buctouche,palings,1877,1
Buctouche,palings,1883,1
Buctouche,scantlings,1880,1
Buctouche,scantlings,1893,1
Buctouche,sleepers,1887,1
Buctouche,staves,1877,1
Buctouche,timber,1881,1
Buenos Aires,boards,1891,1
Buenos Aires,firewood,1891,1
Byske,battens,1879,1
Byske,battens,1881,1
Byske,battens,1883,1
Byske,battens,1887,1
Byske,battens,1889,1
Byske,battens,1891,1
Byske,battens,1895,1
Byske,battens,1899,1
Byske,boards,1891,1
Byske,boards,1897,1
Byske,boards,1899,1
Byske,deals,1889,1
Byske,deals,1895,1
Byske,deals,1897,1
Byske,deals,1899,1
Byske,ends,1883,1
Byske,firewood,1891,1
Byske,firewood,1893,1
Byske,firewood,1895,1
Byske,firewood,1897,1
Byske,spars,1881,1
CHRISTIANIA,crowntrees,1885,1
CHRISTIANIA,firewood,1885,1
CHRISTIANIA,pit props,1885,1
CHRISTIANIA,pit props,1887,1
Calcutta,blocks,1893,1
Calcutta,boards,1893,1
Calcutta,boards,1897,1
Calcutta,boards,1899,1
Calcutta,deal ends,1889,1
Calcutta,deals,1889,1
Calcutta,deals,1897,1
Calcutta,firewood,1881,1
Calcutta,logs,1884,1
Calcutta,logs,1891,1
Calcutta,logs,1893,1
Calcutta,logs,1897,1
Calcutta,lumber,1893,1
Calcutta,planks,1892,1
Calcutta,planks,1895,1
Calcutta,spars,1893,1
Calcutta,squares,1884,1
Calcutta,squares,1893,1
Calcutta,squares,1899,1
Calcutta,staves,1881,1
Calcutta,staves,1883,1
Calcutta,staves,1897,1
Calcutta,staves,1899,1
Calcutta,timber,1883,1
Calcutta,timber,1893,1
Calcutta,timber,1895,1
Calcutta,wood,1900,1
Campbellton,battens,1891,1
Campbellton,battens,1895,1
Campbellton,battens,1897,1
Campbellton,battens,1899,1
Campbellton,boards,1885,1
Campbellton,boards,1887,1
Campbellton,boards,1890,1
Campbellton,boards,1897,1
Campbellton,boards,1899,1
Campbellton,deal ends,1881,1
Campbellton,deal ends,1887,1
Campbellton,deal ends,1891,1
Campbellton,deal ends,1897,1
Campbellton,deals,1883,1
Campbellton,deals,1891,1
Campbellton,ends,1881,1
Campbellton,ends,1890,1
Campbellton,ends,1895,1
Campbellton,laths,1899,1
Campbellton,pitwood,1889,1
Campbellton,planks,1885,1
Campbellton,planks,1890,1
Campbellton,planks,1897,1
Campbellton,planks,1899,1
Campbellton,scantlings,1881,1
Campbellton,scantlings,1890,1
Campbellton,scantlings,1891,1
Campbellton,scantlings,1895,1
Campbellton,spoolwood,1895,1
Canterbury,timber,1881,1
Cardiff,deal ends,1891,1
Cardiff,deals,1891,1
Cardiff,ends,1881,1
Cardiff,pitwood,1891,1
Cardiff,squares,1891,1
Cardiff,timber,1877,1
Cardiff,timber,1879,1
Carril,pit props,1881,1
Carril,pit props,1891,1
Carril,pitwood,1881,1
Carril,pitwood,1882,1
Carril,pitwood,1897,1
Carril,wood,1889,1
Charleston,boards,1877,1
Charleston,deals,1885,1
Charleston,deals,1887,1
Charleston,firewood,1883,1
Charleston,logs,1881,1
Charleston,lumber,1895,1
Charleston,lumber,1900,1
Charleston,mouldings,1895,1
Charleston,planks,1885,1
Charleston,staves,1879,1
Charleston,staves,1880,1
Charleston,staves,1882,1
Charleston,staves,1886,1
Charleston,staves,1891,1
Charleston,timber,1885,1
Charleston,timber,1887,1
Charleston,treenails,1875,1
Charleston,wood,1899,1
Charlestown,staves,1874,1
Charlestown,staves,1883,1
Charlestown,staves,1884,1
Charlottetown,battens,1899,1
Charlottetown,boards,1877,1
Charlottetown,boards,1885,1
Charlottetown,boards,1899,1
Charlottetown,deal ends,1875,1
Charlottetown,deal ends,1881,1
Charlottetown,deal ends,1891,1
Charlottetown,deals,1876,1
Charlottetown,deals,1878,1
Charlottetown,deals,1879,1
Charlottetown,deals,1880,1
Charlottetown,deals,1884,1
Charlottetown,deals,1889,1
Charlottetown,deals,1892,1
Charlottetown,deals,1899,1
Charlottetown,ends,1889,1
Charlottetown,ends,1891,1
Charlottetown,ends,1899,1
Charlottetown,firewood,1885,1
Charlottetown,flooring,1875,1
Charlottetown,laths,1874,1
Charlottetown,laths,1881,1
Charlottetown,lathwood,1875,1
Charlottetown,lathwood,1877,1
Charlottetown,logs,1874,1
Charlottetown,palings,1877,1
Charlottetown,scantlings,1875,1
Charlottetown,scantlings,1877,1
Charlottetown,staves,1877,1
Charlottetown,staves,1885,1
Charlottetown,timber,1883,1
Charlottetown,timber,1889,1
Charlottetown,timber,1891,1
Charlottetown,wood,1898,1
Chatham,battens,1877,1
Chatham,battens,1887,1
Chatham,battens,1891,1
Chatham,battens,1897,1
Chatham,boards,1875,1
Chatham,boards,1877,1
Chatham,boards,1885,1
Chatham,boards,1891,1
Chatham,boards,1895,1
Chatham,boxboards,1877,1
Chatham,deal ends,1874,1
Chatham,deal ends,1883,1
Chatham,deal ends,1889,1
Chatham,deal ends,1897,1
Chatham,deal ends,1899,1
Chatham,deals,1896,1
Chatham,ends,1896,1
Chatham,firewood,1874,1
Chatham,palings,1889,1
Chatham,planks,1887,1
Chatham,scantlings,1883,1
Chatham,scantlings,1885,1
Chatham,scantlings,1887,1
Chatham,scantlings,1893,1
Chatham,scantlings,1895,1
Chatham,scantlings,1897,1
Chatham,sleepers,1889,1
Chatham,splints,1877,1
Chatham,staves,1889,1
Chatham,timber,1881,1
Chatham,timber,1883,1
Chatham,timber,1885,1
Chatham,timber,1889,1
Chatham,timber,1891,1
Chepstow,pitwood,1877,1
Chicoutimi,battens,1885,1
Chicoutimi,battens,1893,1
Chicoutimi,boards,1893,1
Chicoutimi,deal ends,1881,1
Chicoutimi,deal ends,1885,1
Chicoutimi,deal ends,1889,1
Chicoutimi,deals,1881,1
Chicoutimi,deals,1887,1
Chicoutimi,deals,1889,1
Chicoutimi,deals,1895,1
Chicoutimi,deals,1897,1
Chicoutimi,deals,1899,1
Chicoutimi,ends,1887,1
Chicoutimi,palings,1881,1
Chicoutimi,palings,1885,1
Christiania,balks,1881,1
Christiania,balks,1885,1
Christiania,balks,1891,1
Christiania,balks,1897,1
Christiania,batten ends,1895,1
Christiania,battens,1878,1
Christiania,battens,1888,1
Christiania,battens,1890,1
Christiania,battens,1892,1
Christiania,battens,1898,1
Christiania,battens,1900,1
Christiania,blocks,1886,1
Christiania,blocks,1900,1
Christiania,boards,1882,1
Christiania,boathooks,1874,1
Christiania,boathooks,1875,1
Christiania,boathooks,1881,1
Christiania,boathooks,1896,1
Christiania,crowntrees,1883,1
Christiania,crowntrees,1886,1
Christiania,crowntrees,1890,1
Christiania,crowntrees,1895,1
Christiania,crowntrees,1897,1
Christiania,deal ends,1881,1
Christiania,deals,1879,1
Christiania,deals,1882,1
Christiania,deals,1890,1
Christiania,deals,1892,1
Christiania,doors,1882,1
Christiania,doors,1889,1
Christiania,doors,1895,1
Christiania,doors,1899,1
Christiania,ends,1874,1
Christiania,ends,1893,1
Christiania,ends,1895,1
Christiania,ends,1899,1
Christiania,firewood,1877,1
Christiania,firewood,1884,1
Christiania,handles,1885,1
Christiania,handles,1893,1
Christiania,headings,1874,1
Christiania,headings,1877,1
Christiania,headings,1881,1
Christiania,headings,1887,1
Christiania,hoops,1889,1
Christiania,joinery,1897,1
Christiania,laths,1874,1
Christiania,laths,1882,1
Christiania,laths,1884,1
Christiania,laths,1900,1
Christiania,lathwood,1877,1
Christiania,lathwood,1881,1
Christiania,lathwood,1885,1
Christiania,lathwood,1887,1
Christiania,lathwood,1895,1
Christiania,logs,1885,1
Christiania,logs,1889,1
Christiania,lumber,1874,1
Christiania,lumber,1886,1
Christiania,lumber,1893,1
Christiania,lumber,1895,1
Christiania,mining timber,1875,1
Christiania,mining timber,1878,1
Christiania,mining timber,1879,1
Christiania,mining timber,1886,1
Christiania,mining timber,1898,1
Christiania,mouldings,1885,1
Christiania,mouldings,1899,1
Christiania,oars,1881,1
Christiania,oars,1885,1
Christiania,oars,1893,1
Christiania,oars,1895,1
Christiania,oars,1897,1
Christiania,palings,1877,1
Christiania,pit props,1876,1
Christiania,pit props,1880,1
Christiania,pit props,1882,1
Christiania,pit props,1886,1
Christiania,pit props,1898,1
Christiania,pitwood,1888,1
Christiania,pitwood,1895,1
Christiania,pitwood,1896,1
Christiania,pitwood,1898,1
Christiania,planks,1874,1
Christiania,planks,1876,1
Christiania,planks,1889,1
Christiania,planks,1891,1
Christiania,planks,1895,1
Christiania,planks,1897,1
Christiania,poles,1879,1
Christiania,poles,1880,1
Christiania,poles,1896,1
Christiania,poles,1898,1
Christiania,rickers,1877,1
Christiania,rickers,1880,1
Christiania,scantlings,1875,1
Christiania,scantlings,1890,1
Christiania,scantlings,1900,1
Christiania,sleepers,1879,1
Christiania,sleepers,1888,1
Christiania,sleepers,1890,1
Christiania,sleepers,1899,1
Christiania,spars,1880,1
Christiania,spars,1882,1
Christiania,spars,1890,1
Christiania,spars,1892,1
Christiania,splits,1893,1
Christiania,spokes,1897,1
Christiania,squares,1877,1
Christiania,squares,1883,1
Christiania,squares,1888,1
Christiania,squares,1889,1
Christiania,staves,1876,1
Christiania,staves,1878,1
Christiania,staves,1882,1
Christiania,staves,1884,1
Christiania,staves,1886,1
Christiania,staves,1892,1
Christiania,staves,1898,1
Christiania,timber,1886,1
Christiania,timber,1890,1
Christiania,timber,1896,1
Christiania,treenails,1875,1
Christiania,wood,1877,1
Christiania,wood,1880,1
Christiania,wood,1884,1
Christiania,wood,1890,1
Christiania,wood,1896,1
Christiania,wood,1898,1
Christiania,wood pulp,1880,1
Christiania,wood pulp,1884,1
Christiania,wood pulp,1888,1
Christiania,wood pulp,1898,1
Christiania,woodware,1885,1
Christiania,woodware,1887,1
Christiansand,balks,1883,1
Christiansand,batten ends,1899,1
Christiansand,battens,1874,1
Christiansand,battens,1893,1
Christiansand,boards,1874,1
Christiansand,boards,1875,1
Christiansand,boards,1877,1
Christiansand,boards,1881,1
Christiansand,boards,1893,1
Christiansand,boards,1895,1
Christiansand,boards,1897,1
Christiansand,crowntrees,1883,1
Christiansand,crowntrees,1892,1
Christiansand,crowntrees,1895,1
Christiansand,deal ends,1891,1
Christiansand,deals,1877,1
Christiansand,deals,1893,1
Christiansand,deals,1897,1
Christiansand,deals,1898,1
Christiansand,deals,1899,1
Christiansand,doors,1891,1
Christiansand,doors,1895,1
Christiansand,ends,1877,1
Christiansand,firewood,1896,1
Christiansand,flooring,1885,1
Christiansand,headings,1877,1
Christiansand,hoops,1891,1
Christiansand,hoops,1895,1
Christiansand,laths,1881,1
Christiansand,laths,1883,1
Christiansand,lathwood,1881,1
Christiansand,lathwood,1885,1
Christiansand,logs,1895,1
Christiansand,mining timber,1892,1
Christiansand,pit props,1892,1
Christiansand,pitwood,1898,1
Christiansand,planks,1875,1
Christiansand,planks,1889,1
Christiansand,poles,1875,1
Christiansand,poles,1883,1
Christiansand,poles,1899,1
Christiansand,rickers,1875,1
Christiansand,scantlings,1889,1
Christiansand,scantlings,1891,1
Christiansand,scantlings,1895,1
Christiansand,shooks,1883,1
Christiansand,sleepers,1899,1
Christiansand,spars,1875,1
Christiansand,spars,1883,1
Christiansand,spars,1887,1
Christiansand,spars,1889,1
Christiansand,spars,1895,1
Christiansand,splits,1883,1
Christiansand,spokes,1893,1
Christiansand,squares,1875,1
Christiansand,squares,1881,1
Christiansand,squares,1887,1
Christiansand,squares,1889,1
Christiansand,staves,1893,1
Christiansand,staves,1897,1
Christiansand,timber,1885,1
Christiansand,timber,1895,1
Christiansand,timber,1897,1
Christiansand,treenails,1889,1
Christiansand,wood,1875,1
Christiansand,wood,1881,1
Christiansand,wood,1883,1
Christiansand,wood,1893,1
Christiansand,wood,1897,1
Christiansand,wood,1898,1
Christiansand,wood pulp,1881,1
Christiansand,wood pulp,1883,1
Christianstad,battens,1889,1
Christianstad,deals,1875,1
Christianstad,mining timber,1885,1
Christianstad,pit props,1889,1
Christianstad,pitwood,1885,1
Christianstad,pitwood,1897,1
Christinestad,battens,1885,1
Christinestad,battens,1887,1
Christinestad,battens,1893,1
Christinestad,battens,1895,1
Christinestad,blocks,1893,1
Christinestad,blocks,1897,1
Christinestad,boards,1874,1
Christinestad,boards,1877,1
Christinestad,boards,1887,1
Christinestad,boards,1897,1
Christinestad,boards,1899,1
Christinestad,deals,1877,1
Christinestad,deals,1879,1
Christinestad,deals,1883,1
Christinestad,deals,1893,1
Christinestad,deals,1895,1
Christinestad,ends,1897,1
Christinestad,firewood,1885,1
Christinestad,laths,1885,1
Christinestad,oars,1874,1
Christinestad,pit props,1883,1
Christinestad,pit props,1887,1
Christinestad,pit props,1893,1
Christinestad,pitwood,1885,1
Christinestad,sleepers,1893,1
Christinestad,sleepers,1897,1
Christinestad,spars,1899,1
Christinestad,squares,1895,1
Christinestad,timber,1895,1
Christinestad,wood,1889,1
Colberg,firewood,1893,1
Colberg,mining timber,1893,1
Colberg,pit props,1887,1
Colberg,pit props,1891,1
Colberg,poles,1885,1
Colberg,sleepers,1885,1
Colombo,boards,1889,1
Colombo,deals,1874,1
Colombo,deals,1899,1
Colombo,firewood,1889,1
Colombo,logs,1881,1
Colombo,logs,1899,1
Colombo,lumber,1899,1
Colombo,planks,1881,1
Colombo,planks,1899,1
Colombo,shooks,1899,1
Colombo,staves,1899,1
Colombo,wood,1889,1
Colombo,wood,1900,1
Colombo,woodware,1875,1
Colon,logs,1897,1
Colon,lumber,1895,1
Colon,lumber,1897,1
Colon,scantlings,1893,1
Colon,staves,1900,1
Colon,wood,1881,1
Colon,wood,1892,1
Concarneau,pit props,1881,1
Concarneau,pit props,1887,1
Concarneau,pitwood,1883,1
Concarneau,wood,1889,1
Copenhagen,battens,1889,1
Copenhagen,battens,1893,1
Copenhagen,blocks,1891,1
Copenhagen,boards,1883,1
Copenhagen,boards,1893,1
Copenhagen,boards,1895,1
Copenhagen,boards,1898,1
Copenhagen,deals,1879,1
Copenhagen,deals,1897,1
Copenhagen,deals,1898,1
Copenhagen,deals,1899,1
Copenhagen,doors,1898,1
Copenhagen,handles,1893,1
Copenhagen,hoops,1881,1
Copenhagen,hoops,1892,1
Copenhagen,hoops,1897,1
Copenhagen,laths,1891,1
Copenhagen,logs,1897,1
Copenhagen,lumber,1899,1
Copenhagen,mining timber,1885,1
Copenhagen,mining timber,1887,1
Copenhagen,mouldings,1898,1
Copenhagen,mouldings,1899,1
Copenhagen,pit props,1893,1
Copenhagen,pit props,1895,1
Copenhagen,planks,1899,1
Copenhagen,scantlings,1899,1
Copenhagen,staves,1874,1
Copenhagen,staves,1881,1
Copenhagen,staves,1889,1
Copenhagen,staves,1897,1
Copenhagen,timber,1885,1
Copenhagen,timber,1887,1
Copenhagen,wood,1881,1
Copenhagen,wood,1885,1
Copenhagen,wood,1891,1
Copenhagen,wood,1892,1
Copenhagen,wood,1897,1
Copenhagen,wood pulp,1877,1
Copenhagen,wood pulp,1892,1
Copenhagen,woodware,1884,1
Cork,timber,1879,1
Cork,wood,1877,1
Croisic,pit props,1880,1
Croisic,pitwood,1889,1
Cronstadt,balks,1874,1
Cronstadt,batten ends,1874,1
Cronstadt,batten ends,1877,1
Cronstadt,batten ends,1899,1
Cronstadt,battens,1900,1
Cronstadt,blocks,1887,1
Cronstadt,boathooks,1875,1
Cronstadt,boathooks,1889,1
Cronstadt,deal ends,1899,1
Cronstadt,deals,1878,1
Cronstadt,deals,1882,1
Cronstadt,deals,1900,1
Cronstadt,flooring,1897,1
Cronstadt,hoops,1885,1
Cronstadt,hoops,1887,1
Cronstadt,laths,1893,1
Cronstadt,laths,1895,1
Cronstadt,laths,1897,1
Cronstadt,lathwood,1886,1
Cronstadt,logs,1874,1
Cronstadt,logs,1875,1
Cronstadt,logs,1883,1
Cronstadt,lumber,1887,1
Cronstadt,mining timber,1877,1
Cronstadt,mining timber,1893,1
Cronstadt,mouldings,1875,1
Cronstadt,mouldings,1883,1
Cronstadt,oars,1881,1
Cronstadt,pit props,1881,1
Cronstadt,pit props,1883,1
Cronstadt,pit props,1891,1
Cronstadt,pitwood,1889,1
Cronstadt,pitwood,1893,1
Cronstadt,planks,1887,1
Cronstadt,poles,1895,1
Cronstadt,posts,1899,1
Cronstadt,rails,1899,1
Cronstadt,scantlings,1874,1
Cronstadt,scantlings,1899,1
Cronstadt,shooks,1883,1
Cronstadt,sleepers,1889,1
Cronstadt,sleepers,1891,1
Cronstadt,sleepers,1893,1
Cronstadt,spars,1881,1
Cronstadt,spars,1887,1
Cronstadt,spars,1891,1
Cronstadt,spars,1893,1
Cronstadt,spars,1897,1
Cronstadt,splits,1897,1
Cronstadt,squares,1875,1
Cronstadt,squares,1885,1
Cronstadt,squares,1887,1
Cronstadt,squares,1897,1
Cronstadt,staves,1877,1
Cronstadt,staves,1893,1
Cronstadt,staves,1897,1
Cronstadt,staves,1899,1
Cronstadt,timber,1885,1
Cronstadt,timber,1891,1
Cronstadt,wood,1891,1
Cronstadt,wood,1895,1
Dalhousie,battens,1875,1
Dalhousie,battens,1877,1
Dalhousie,battens,1884,1
Dalhousie,battens,1887,1
Dalhousie,boards,1875,1
Dalhousie,boards,1877,1
Dalhousie,boards,1879,1
Dalhousie,boards,1887,1
Dalhousie,boards,1893,1
Dalhousie,deal ends,1884,1
Dalhousie,deal ends,1895,1
Dalhousie,deal ends,1897,1
Dalhousie,ends,1874,1
Dalhousie,ends,1875,1
Dalhousie,ends,1880,1
Dalhousie,ends,1885,1
Dalhousie,ends,1889,1
Dalhousie,ends,1897,1
Dalhousie,firewood,1897,1
Dalhousie,lathwood,1883,1
Dalhousie,lathwood,1885,1
Dalhousie,logs,1897,1
Dalhousie,lumber,1874,1
Dalhousie,palings,1874,1
Dalhousie,palings,1875,1
Dalhousie,palings,1883,1
Dalhousie,pit props,1875,1
Dalhousie,pit props,1883,1
Dalhousie,planks,1883,1
Dalhousie,planks,1887,1
Dalhousie,planks,1897,1
Dalhousie,scantlings,1874,1
Dalhousie,scantlings,1875,1
Dalhousie,scantlings,1884,1
Dalhousie,scantlings,1891,1
Dalhousie,sleepers,1887,1
Dalhousie,squares,1883,1
Dalhousie,squares,1887,1
Dalhousie,staves,1877,1
Dalhousie,staves,1883,1
Dalhousie,staves,1899,1
Dalhousie,timber,1874,1
Dalhousie,timber,1875,1
Dalhousie,timber,1880,1
Dalhousie,timber,1887,1
Dalhousie,timber,1895,1
Dalhousie,timber,1899,1
Dalhousie,wood,1881,1
Danzig,balks,1875,1
Danzig,balks,1883,1
Danzig,balks,1885,1
Danzig,balks,1887,1
Danzig,balks,1898,1
Danzig,batten ends,1897,1
Danzig,battens,1881,1
Danzig,battens,1883,1
Danzig,battens,1899,1
Danzig,blocks,1890,1
Danzig,boards,1879,1
Danzig,bobbins,1897,1
Danzig,deal ends,1887,1
Danzig,deals,1888,1
Danzig,ends,1882,1
Danzig,ends,1892,1
Danzig,ends,1896,1
Danzig,firewood,1874,1
Danzig,firewood,1885,1
Danzig,firewood,1887,1
Danzig,flooring,1883,1
Danzig,flooring,1885,1
Danzig,flooring,1887,1
Danzig,flooring,1897,1
Danzig,headings,1885,1
Danzig,hoops,1881,1
Danzig,hoops,1885,1
Danzig,hoops,1890,1
Danzig,laths,1875,1
Danzig,laths,1887,1
Danzig,laths,1889,1
Danzig,lathwood,1897,1
Danzig,logs,1900,1
Danzig,lumber,1887,1
Danzig,lumber,1889,1
Danzig,mining timber,1874,1
Danzig,mining timber,1877,1
Danzig,mining timber,1881,1
Danzig,mining timber,1893,1
Danzig,mining timber,1895,1
Danzig,mouldings,1887,1
Danzig,pit props,1890,1
Danzig,pitwood,1889,1
Danzig,pitwood,1897,1
Danzig,planks,1875,1
Danzig,planks,1882,1
Danzig,planks,1888,1
Danzig,planks,1892,1
Danzig,planks,1897,1
Danzig,poles,1875,1
Danzig,poles,1877,1
Danzig,poles,1893,1
Danzig,rickers,1875,1
Danzig,rickers,1897,1
Danzig,scantlings,1899,1
Danzig,scantlings,1900,1
Danzig,sleepers,1880,1
Danzig,spars,1875,1
Danzig,spars,1881,1
Danzig,spars,1885,1
Danzig,spars,1893,1
Danzig,splits,1881,1
Danzig,spokes,1874,1
Danzig,squares,1878,1
Danzig,squares,1879,1
Danzig,squares,1891,1
Danzig,squares,1895,1
Danzig,squares,1898,1
Danzig,staves,1880,1
Danzig,staves,1882,1
Danzig,staves,1888,1
Danzig,staves,1892,1
Danzig,timber,1888,1
Danzig,timber,1896,1
Danzig,timber,1898,1
Danzig,timber,1900,1
Danzig,treenails,1877,1
Danzig,treenails,1881,1
Danzig,treenails,1883,1
Danzig,wood,1874,1
Danzig,wood,1898,1
Danzig,wood pulp,1874,1
Danzig,wood pulp,1877,1
Darien,battens,1877,1
Darien,battens,1881,1
Darien,blocks,1875,1
Darien,blocks,1897,1
Darien,boards,1881,1
Darien,boards,1897,1
Darien,deal ends,1874,1
Darien,deal ends,1875,1
Darien,deal ends,1877,1
Darien,deals,1880,1
Darien,deals,1890,1
Darien,deals,1898,1
Darien,ends,1899,1
Darien,firewood,1881,1
Darien,firewood,1883,1
Darien,firewood,1887,1
Darien,firewood,1891,1
Darien,firewood,1899,1
Darien,lathwood,1881,1
Darien,logs,1875,1
Darien,logs,1881,1
Darien,logs,1885,1
Darien,logs,1889,1
Darien,logs,1895,1
Darien,logs,1899,1
Darien,lumber,1899,1
Darien,palings,1874,1
Darien,palings,1891,1
Darien,pit props,1877,1
Darien,pit props,1895,1
Darien,pitwood,1883,1
Darien,planks,1875,1
Darien,planks,1881,1
Darien,planks,1885,1
Darien,planks,1891,1
Darien,scantlings,1877,1
Darien,sleepers,1897,1
Darien,staves,1874,1
Darien,staves,1881,1
Darien,staves,1889,1
Darien,timber,1878,1
Darien,timber,1880,1
Darien,timber,1887,1
Darien,timber,1890,1
Darien,timber,1896,1
Darien,timber,1898,1
Darłowo,battens,1891,1
Darłowo,deals,1885,1
Darłowo,pit props,1874,1
Darłowo,pit props,1895,1
Darłowo,pitwood,1891,1
Darłowo,pitwood,1895,1
Darłowo,pitwood,1897,1
Darłowo,sleepers,1875,1
Darłowo,sleepers,1879,1
Darłowo,squares,1874,1
Darłowo,timber,1875,1
Darłowo,wood,1875,1
Darłowo,wood,1900,1
Demerara,battens,1878,1
Demerara,deals,1874,1
Demerara,deals,1877,1
Demerara,deals,1878,1
Demerara,ends,1875,1
Demerara,firewood,1883,1
Demerara,logs,1874,1
Demerara,logs,1875,1
Demerara,logs,1877,1
Demerara,logs,1897,1
