destination,commodity_form,year,shipments
Portsmouth,firewood,1881,12
Portsmouth,firewood,1883,12
Preston,battens,1899,12
Quebec City,deals,1891,12
RAMSGATE,boards,1887,12
Shoreham,battens,1895,12
Shoreham,battens,1899,12
Shoreham,boards,1881,12
Shoreham,firewood,1883,12
Shoreham,firewood,1893,12
Sligo,deals,1889,12
Southampton,battens,1889,12
Southampton,battens,1899,12
Southampton,hoops,1885,12
Southampton,pit props,1885,12
Stockton,boards,1885,12
Sunderland,rails,1887,12
Sunderland,squares,1877,12
Swansea,battens,1887,12
Swansea,deals,1879,12
Swansea,deals,1891,12
Swansea,pitwood,1888,12
Swansea,pitwood,1900,12
Swansea,staves,1893,12
Troon,deals,1885,12
Troon,deals,1887,12
Tyne Ports,deal ends,1875,12
Tyne Ports,flooring,1885,12
Tyne Ports,lathwood,1885,12
Tyne Ports,lumber,1899,12
Tyne Ports,mouldings,1885,12
Tyne Ports,rails,1899,12
Tyne Ports,spars,1889,12
Tyne Ports,splits,1885,12
Tyne Ports,wood,1875,12
Tyne Ports,wood,1884,12
Tyne Ports,woodware,1895,12
WISBECH,firewood,1889,12
WISBECH,sleepers,1889,12
Waterford,deals,1893,12
Whitehaven,deals,1881,12
Yarmouth,boards,1881,12
Aberystwyth,deals,1881,11
Alloa,firewood,1899,11
Alloa,pitwood,1893,11
Ayr,battens,1889,11
Ayr,deals,1881,11
BLYTH,boards,1893,11
Barrow-in-Furness,boards,1895,11
Barrow-in-Furness,ends,1891,11
Belfast,battens,1891,11
Belfast,lathwood,1885,11
Belfast,staves,1885,11
Borrowstounness,battens,1883,11
Borrowstounness,deals,1881,11
Borrowstounness,deals,1891,11
Borrowstounness,pit props,1884,11
Borrowstounness,sleepers,1899,11
Boston,boards,1897,11
Boston,boards,1899,11
Boston,pit props,1895,11
Bristol,deal ends,1897,11
Bristol,deal ends,1899,11
Bristol,firewood,1895,11
Bristol,lumber,1887,11
Bristol,mouldings,1897,11
Bristol,scantlings,1893,11
Bristol,staves,1881,11
Caernarfon,deals,1887,11
Cardiff,lathwood,1881,11
Cardiff,lathwood,1889,11
Chester,poles,1891,11
Colchester,battens,1899,11
Colchester,boards,1897,11
Cork,battens,1889,11
Cork,deal ends,1881,11
Cork,deal ends,1885,11
Cork,ends,1883,11
DOUGLAS,boards,1885,11
Dover,deals,1899,11
Dover,firewood,1885,11
Dublin,lathwood,1889,11
Dublin,staves,1883,11
Dublin,timber,1881,11
Dublin,timber,1887,11
Dublin,timber,1895,11
Dublin,timber,1897,11
Dundee,firewood,1887,11
Dundee,rickers,1883,11
EXETER,battens,1889,11
EXETER,boards,1889,11
EXETER,deals,1889,11
FAVERSHAM,deals,1889,11
FAVERSHAM,deals,1893,11
FAVERSHAM,firewood,1895,11
Fleetwood,boards,1893,11
Glasgow,battens,1891,11
Glasgow,bobbins,1889,11
Glasgow,lumber,1890,11
Glasgow,mouldings,1893,11
Glasgow,oars,1883,11
Glasgow,oars,1887,11
Glasgow,pit props,1893,11
Glasgow,spoolwood,1891,11
Glasgow,spoolwood,1893,11
Gloucester,ends,1883,11
Gloucester,ends,1889,11
Gloucester,staves,1881,11
Goole,boards,1899,11
Grangemouth,boards,1887,11
Grangemouth,boards,1895,11
Grangemouth,firewood,1885,11
Grangemouth,spars,1889,11
Granton,battens,1897,11
Granton,pit props,1875,11
Granton,sleepers,1879,11
Granton,sleepers,1899,11
Granton,staves,1881,11
Granton,staves,1895,11
Granton,staves,1899,11
Granton,wood pulp,1875,11
Greenock,ends,1874,11
Greenock,planks,1881,11
Greenock,spoolwood,1883,11
Grimsby,blocks,1889,11
Grimsby,ends,1877,11
Grimsby,ends,1897,11
Grimsby,laths,1893,11
Grimsby,spars,1885,11
Grimsby,staves,1883,11
Grimsby,timber,1889,11
Hartlepool,battens,1895,11
Hartlepool,pit props,1893,11
Hartlepool,pit props,1900,11
Hartlepool (West),lathwood,1877,11
Hartlepool (West),lathwood,1897,11
Hartlepool (West),logs,1891,11
Hartlepool (West),posts,1895,11
Hartlepool (West),squares,1899,11
Hartlepool (West),staves,1895,11
Hull,battens,1898,11
Hull,boxboards,1895,11
Hull,deals,1900,11
Hull,spars,1895,11
Hull,timber,1877,11
Hull,wood,1875,11
Hull,wood,1881,11
Hull,wood pulp,1875,11
Ipswich,battens,1889,11
Ipswich,boards,1883,11
Ipswich,boards,1895,11
King's Lynn,timber,1883,11
Kirkcaldy,pitwood,1899,11
LITTLEHAMPTON,boards,1899,11
LITTLEHAMPTON,firewood,1895,11
LOWESTOFT,boards,1897,11
LOWESTOFT,sleepers,1887,11
Leith,boards,1899,11
Leith,lathwood,1893,11
Leith,pit props,1899,11
Leith,timber,1889,11
Liverpool,deals,1876,11
Liverpool,doors,1889,11
Liverpool,laths,1879,11
Liverpool,lathwood,1893,11
Liverpool,lumber,1877,11
Liverpool,mouldings,1895,11
Liverpool,rickers,1883,11
Liverpool,wood,1877,11
Llanelli,boards,1889,11
Llanelli,deals,1895,11
London,blocks,1881,11
London,doors,1898,11
London,headings,1887,11
London,headings,1889,11
London,joinery,1897,11
London,pitwood,1897,11
London,poles,1881,11
London,sleepers,1890,11
London,spars,1897,11
London,spokes,1899,11
London,squares,1881,11
London,squares,1885,11
London,timber,1900,11
Londonderry,deals,1889,11
MANCHESTER,staves,1895,11
Middlesbrough,pitwood,1899,11
Middlesbrough,sleepers,1895,11
Montrose,battens,1893,11
Montrose,boards,1893,11
Montrose,deals,1893,11
NEWHAVEN,battens,1887,11
NEWHAVEN,deals,1887,11
NEWHAVEN,deals,1897,11
Newcastle upon Tyne,timber,1879,11
Newport,battens,1895,11
Newport,deals,1897,11
Newport,ends,1893,11
Newport,pitwood,1892,11
Newport,pitwood,1896,11
Newport,sleepers,1883,11
PERTH,battens,1899,11
Poole,firewood,1887,11
Poole,firewood,1893,11
Preston,ends,1899,11
READING,battens,1885,11
READING,deals,1885,11
Shoreham,boards,1893,11
Shoreham,deals,1887,11
Shoreham,firewood,1885,11
Southampton,battens,1887,11
Southampton,battens,1893,11
Southampton,boards,1893,11
Southampton,staves,1885,11
Southampton,timber,1875,11
Sunderland,firewood,1889,11
Sunderland,sleepers,1879,11
Swansea,pit props,1899,11
Swansea,pitwood,1877,11
Swansea,timber,1877,11
Swansea,wood,1897,11
Tyne Ports,battens,1884,11
Tyne Ports,deal ends,1881,11
Tyne Ports,doors,1899,11
Tyne Ports,ends,1889,11
Tyne Ports,firewood,1893,11
Tyne Ports,flooring,1889,11
Tyne Ports,flooring,1899,11
Tyne Ports,lumber,1895,11
Tyne Ports,oars,1889,11
Tyne Ports,spars,1887,11
Tyne Ports,squares,1893,11
Tyne Ports,staves,1899,11
Tyne Ports,wood,1879,11
WISBECH,firewood,1891,11
Waterford,deals,1881,11
Whitehaven,battens,1883,11
Wick,battens,1891,11
Yarmouth,firewood,1881,11
Yarmouth,staves,1885,11
Aberdeen,battens,1887,10
Aberdeen,staves,1881,10
Alloa,battens,1891,10
Alloa,battens,1897,10
Alloa,pitwood,1895,10
Arbroath,battens,1899,10
Ardrossan,sleepers,1893,10
Ayr,battens,1891,10
Ayr,deals,1895,10
BARNSTAPLE,deals,1883,10
BLYTH,battens,1893,10
BLYTH,mining timber,1897,10
BORDEAUX,pitwood,1893,10
Barrow-in-Furness,battens,1895,10
Barrow-in-Furness,battens,1897,10
Belfast,boards,1881,10
Belfast,ends,1883,10
Belfast,palings,1881,10
Belfast,sleepers,1895,10
Belfast,staves,1889,10
Belfast,timber,1881,10
Belfast,wood,1881,10
Berwick-upon-Tweed,battens,1895,10
Berwick-upon-Tweed,battens,1897,10
Berwick-upon-Tweed,deals,1889,10
Berwick-upon-Tweed,pitwood,1893,10
Birkenhead,deals,1897,10
Borrowstounness,battens,1893,10
Borrowstounness,battens,1897,10
Borrowstounness,blocks,1883,10
Borrowstounness,sleepers,1885,10
Boston,battens,1893,10
Boston,boards,1891,10
Boston,sleepers,1897,10
Bridgwater,battens,1891,10
Bridgwater,boards,1895,10
Bristol,boards,1874,10
Bristol,deal ends,1893,10
Bristol,flooring,1899,10
Bristol,logs,1885,10
Bristol,lumber,1895,10
Bristol,scantlings,1881,10
Bristol,wood,1897,10
Bristol,wood,1899,10
Caernarfon,deals,1889,10
Cardiff,mining timber,1885,10
Cardiff,pitwood,1882,10
Cardiff,wood,1897,10
Colchester,deals,1887,10
Cork,deals,1893,10
Cork,ends,1891,10
DOUGLAS,deals,1887,10
Dublin,boards,1893,10
Dublin,deal ends,1885,10
Dublin,ends,1889,10
Dublin,ends,1893,10
Dublin,ends,1895,10
Dublin,lathwood,1887,10
Dublin,scantlings,1899,10
Dublin,timber,1883,10
Dublin,timber,1893,10
Dundee,ends,1895,10
Dundee,firewood,1875,10
Dundee,lathwood,1893,10
Dundee,lathwood,1895,10
EXETER,battens,1885,10
EXETER,boards,1893,10
EXETER,boards,1899,10
EXETER,deals,1893,10
FAVERSHAM,battens,1885,10
FAVERSHAM,battens,1889,10
FAVERSHAM,firewood,1885,10
FOWEY,staves,1887,10
Fraserburgh,battens,1897,10
GRAVESEND,battens,1889,10
Glasgow,battens,1875,10
Glasgow,battens,1895,10
Glasgow,battens,1897,10
Glasgow,blocks,1887,10
Glasgow,boards,1889,10
Glasgow,deal ends,1887,10
Glasgow,handles,1897,10
Glasgow,laths,1897,10
Glasgow,mouldings,1883,10
Glasgow,scantlings,1889,10
Glasgow,staves,1898,10
Gloucester,battens,1881,10
Gloucester,boards,1893,10
Gloucester,ends,1881,10
Gloucester,firewood,1891,10
Goole,pit props,1885,10
Grangemouth,pit props,1874,10
Grangemouth,sleepers,1891,10
Grangemouth,spars,1883,10
Grangemouth,spars,1899,10
Granton,laths,1899,10
Greenock,battens,1883,10
Greenock,blocks,1889,10
Greenock,boards,1897,10
Greenock,ends,1895,10
Greenock,ends,1897,10
Greenock,lathwood,1875,10
Greenock,palings,1877,10
Greenock,planks,1895,10
Greenock,spoolwood,1895,10
Greenock,timber,1875,10
Grimsby,logs,1891,10
Grimsby,spars,1881,10
Grimsby,staves,1877,10
Grimsby,timber,1893,10
Hartlepool,deals,1897,10
Hartlepool (West),laths,1883,10
Hartlepool (West),timber,1885,10
Harwich,battens,1881,10
Harwich,battens,1889,10
Harwich,deals,1883,10
Harwich,deals,1891,10
Harwich,deals,1899,10
Harwich,timber,1897,10
Hull,deal ends,1889,10
Hull,deal ends,1899,10
Hull,doors,1883,10
Hull,handles,1885,10
Hull,mouldings,1895,10
Hull,poles,1874,10
Hull,rails,1899,10
Hull,scantlings,1895,10
Hull,spars,1889,10
Ipswich,battens,1885,10
Ipswich,deals,1881,10
Ipswich,deals,1887,10
Ipswich,deals,1889,10
Ipswich,firewood,1897,10
Ipswich,staves,1883,10
King's Lynn,firewood,1885,10
King's Lynn,pit props,1881,10
King's Lynn,sleepers,1881,10
King's Lynn,timber,1893,10
Kirkcaldy,deals,1885,10
Kirkcaldy,deals,1889,10
LANCASTER,deals,1897,10
LANCASTER,deals,1899,10
LITTLEHAMPTON,battens,1885,10
LITTLEHAMPTON,deals,1883,10
LOWESTOFT,sleepers,1881,10
Leith,boards,1881,10
Leith,ends,1897,10
Leith,hoops,1898,10
Leith,lathwood,1895,10
Leith,logs,1881,10
Leith,logs,1887,10
Leith,pit props,1885,10
Limerick,deals,1881,10
Limerick,deals,1887,10
Liverpool,boards,1900,10
Liverpool,boxboards,1891,10
Liverpool,deals,1884,10
Liverpool,flooring,1885,10
Liverpool,palings,1899,10
Liverpool,pit props,1875,10
Liverpool,pit props,1879,10
Liverpool,poles,1893,10
Liverpool,timber,1880,10
Liverpool,wood,1898,10
Liverpool,wood,1900,10
Liverpool,woodware,1887,10
Llanelli,staves,1889,10
London,batten ends,1883,10
London,batten ends,1889,10
London,laths,1874,10
London,logs,1900,10
London,lumber,1890,10
London,lumber,1898,10
London,mouldings,1879,10
London,mouldings,1898,10
London,scantlings,1874,10
London,shooks,1889,10
London,shooks,1895,10
London,spars,1879,10
London,spars,1895,10
London,staves,1880,10
London,staves,1886,10
London,trellis,1883,10
Lynn,deals,1899,10
MANCHESTER,doors,1899,10
Maryport,boards,1883,10
Middlesbrough,battens,1883,10
Middlesbrough,firewood,1887,10
Middlesbrough,poles,1889,10
Middlesbrough,sleepers,1893,10
Montrose,battens,1895,10
Montrose,battens,1897,10
NEWHAVEN,firewood,1897,10
Newcastle upon Tyne,battens,1875,10
Newport,deal ends,1889,10
Newport,deals,1877,10
Newport,ends,1891,10
Newport,pitwood,1886,10
Newport,sleepers,1885,10
Newport,wood,1887,10
Newport,wood,1891,10
Newry,deals,1883,10
Plymouth,battens,1891,10
Plymouth,boards,1891,10
Plymouth,deals,1895,10
Plymouth,firewood,1883,10
Plymouth,firewood,1891,10
Plymouth,lathwood,1887,10
Plymouth,spars,1887,10
Poole,battens,1879,10
Poole,boards,1897,10
Poole,firewood,1895,10
Portsmouth,battens,1885,10
Portsmouth,battens,1895,10
Portsmouth,boards,1897,10
QUEENBOROUGH,wood,1887,10
Quebec City,ends,1893,10
RAMSGATE,battens,1883,10
RAMSGATE,deals,1883,10
Rochester,deals,1881,10
Rochester,deals,1895,10
Rochester,ends,1883,10
Rochester,staves,1899,10
Shoreham,battens,1887,10
Shoreham,boards,1883,10
Southampton,battens,1891,10
Southampton,boards,1879,10
Southampton,boards,1887,10
Southampton,boards,1891,10
Southampton,boards,1895,10
Southampton,lathwood,1885,10
Stockton,battens,1883,10
Sunderland,lathwood,1877,10
Sunderland,mining timber,1893,10
Sunderland,staves,1889,10
Swansea,boards,1887,10
Swansea,ends,1893,10
Swansea,pitwood,1890,10
Troon,deals,1891,10
Tyne Ports,handles,1893,10
Tyne Ports,headings,1881,10
Tyne Ports,logs,1883,10
Tyne Ports,pit props,1877,10
Tyne Ports,pit props,1898,10
Tyne Ports,sleepers,1884,10
Tyne Ports,spars,1881,10
Tyne Ports,spars,1883,10
Tyne Ports,squares,1883,10
Tyne Ports,wood,1892,10
Tyne Ports,wood pulp,1897,10
WISBECH,lathwood,1889,10
Wexford,deals,1883,10
Wick,battens,1893,10
Yarmouth,ends,1897,10
Yarmouth,staves,1887,10
Yarmouth,timber,1891,10
Aberdeen,boards,1891,9
Aberdeen,pit props,1897,9
Alloa,staves,1887,9
Alloa,staves,1895,9
Arbroath,firewood,1883,9
Arbroath,lathwood,1883,9
Ardrossan,pit props,1893,9
Ayr,battens,1895,9
Ayr,battens,1897,9
Ayr,deals,1897,9
Ayr,deals,1899,9
BEAUMARIS,deals,1885,9
BLYTH,battens,1891,9
BLYTH,battens,1897,9
Banff,battens,1889,9
Banff,battens,1891,9
Barrow-in-Furness,battens,1881,9
Barrow-in-Furness,ends,1887,9
Barrow-in-Furness,ends,1895,9
Barrow-in-Furness,ends,1899,9
Barrow-in-Furness,pit props,1897,9
Belfast,boards,1883,9
Belfast,lathwood,1893,9
Belfast,palings,1893,9
Belfast,planks,1897,9
Belfast,scantlings,1885,9
Belfast,scantlings,1895,9
Belfast,sleepers,1899,9
Belfast,splits,1895,9
Berwick-upon-Tweed,deals,1891,9
Berwick-upon-Tweed,deals,1895,9
Berwick-upon-Tweed,deals,1897,9
Borrowstounness,deals,1887,9
Borrowstounness,deals,1895,9
Borrowstounness,sleepers,1881,9
Boston,boards,1895,9
Boston,deals,1891,9
Boston,firewood,1887,9
Bridgwater,boards,1893,9
Bridgwater,boards,1899,9
Bridgwater,pitwood,1895,9
Bristol,deal ends,1883,9
Bristol,handles,1885,9
Bristol,lathwood,1877,9
Bristol,logs,1897,9
Bristol,pit props,1891,9
Bristol,planks,1891,9
Bristol,scantlings,1883,9
Bristol,scantlings,1885,9
Bristol,sleepers,1879,9
Bristol,staves,1891,9
Bristol,staves,1895,9
Bristol,timber,1881,9
Bristol,timber,1883,9
Bristol,timber,1893,9
COWES,battens,1897,9
COWES,deals,1897,9
Cardiff,ends,1893,9
Cardiff,firewood,1895,9
Cardiff,laths,1897,9
Cardiff,lathwood,1885,9
Chester,poles,1883,9
Chester,poles,1889,9
Colchester,battens,1889,9
Colchester,deals,1889,9
Colchester,deals,1895,9
Colchester,firewood,1887,9
Cork,deals,1895,9
Cork,deals,1897,9
Cork,hoops,1897,9
DOUGLAS,boards,1887,9
Dover,battens,1899,9
Dublin,boards,1881,9
Dublin,scantlings,1895,9
Dublin,timber,1889,9
Dundalk,lathwood,1881,9
Dundee,rickers,1874,9
Dundee,rickers,1885,9
EXETER,battens,1899,9
EXETER,boards,1885,9
EXETER,deals,1899,9
FAVERSHAM,boards,1895,9
FAVERSHAM,poles,1885,9
FOWEY,staves,1881,9
Fleetwood,ends,1897,9
Fleetwood,sleepers,1891,9
Folkestone,deals,1883,9
Folkestone,deals,1889,9
Glasgow,boards,1877,9
Glasgow,boards,1881,9
Glasgow,boxboards,1897,9
Glasgow,deal ends,1874,9
Glasgow,deal ends,1889,9
Glasgow,headings,1889,9
Glasgow,lumber,1881,9
Glasgow,pit props,1883,9
Glasgow,scantlings,1874,9
Glasgow,spoolwood,1897,9
Glasgow,staves,1900,9
Glasgow,timber,1881,9
Glasgow,wood,1881,9
Gloucester,firewood,1895,9
Gloucester,staves,1885,9
Goole,battens,1893,9
Goole,firewood,1887,9
Goole,pitwood,1895,9
Goole,sleepers,1889,9
Grangemouth,deal ends,1874,9
Grangemouth,deal ends,1875,9
Grangemouth,deal ends,1889,9
Grangemouth,spars,1897,9
Grangemouth,staves,1895,9
Grangemouth,wood,1887,9
Grangemouth,wood pulp,1883,9
Granton,deals,1897,9
Granton,ends,1889,9
Granton,firewood,1887,9
Granton,staves,1887,9
Granton,staves,1893,9
Greenock,boards,1875,9
Greenock,deal ends,1895,9
Greenock,lathwood,1881,9
Greenock,squares,1893,9
Greenock,staves,1891,9
Grimsby,ends,1883,9
Grimsby,poles,1891,9
Grimsby,poles,1893,9
Grimsby,staves,1885,9
Hartlepool (West),ends,1891,9
Hartlepool (West),laths,1877,9
Hartlepool (West),lathwood,1887,9
Hartlepool (West),lathwood,1893,9
Hartlepool (West),poles,1895,9
Hartlepool (West),rails,1885,9
Hartlepool (West),rails,1889,9
Hartlepool (West),spars,1881,9
Harwich,battens,1891,9
Hull,batten ends,1899,9
Hull,battens,1900,9
Hull,blocks,1897,9
Hull,boards,1896,9
Hull,boards,1900,9
Hull,boathooks,1887,9
Hull,boxboards,1893,9
Hull,deals,1884,9
Hull,deals,1898,9
Hull,ends,1874,9
Hull,flooring,1897,9
Hull,hoops,1897,9
Hull,poles,1881,9
Hull,scantlings,1899,9
Hull,spars,1887,9
Hull,squares,1883,9
Hull,timber,1900,9
Inverness,battens,1889,9
Inverness,battens,1893,9
Inverness,battens,1895,9
Inverness,battens,1897,9
Inverness,deals,1885,9
Inverness,deals,1897,9
Inverness,firewood,1885,9
Ipswich,battens,1895,9
Ipswich,deals,1891,9
Ipswich,staves,1893,9
Kirkcaldy,battens,1887,9
Kirkcaldy,battens,1893,9
LANCASTER,boards,1899,9
LANCASTER,deals,1891,9
LITTLEHAMPTON,battens,1891,9
LOWESTOFT,battens,1889,9
LOWESTOFT,deals,1893,9
LOWESTOFT,squares,1889,9
Leith,ends,1877,9
Leith,ends,1891,9
Leith,logs,1891,9
Leith,timber,1891,9
Leith,wood,1891,9
Liverpool,boxboards,1887,9
Liverpool,deals,1892,9
Liverpool,deals,1898,9
Liverpool,ends,1880,9
Liverpool,handles,1895,9
Liverpool,handles,1900,9
Liverpool,headings,1897,9
Liverpool,lathwood,1895,9
Liverpool,lathwood,1899,9
Liverpool,lumber,1890,9
Liverpool,pitwood,1877,9
Liverpool,squares,1885,9
Llanelli,pit props,1891,9
London,batten ends,1891,9
London,deals,1882,9
London,flooring,1874,9
London,hoops,1891,9
London,logs,1892,9
London,mouldings,1875,9
London,mouldings,1900,9
London,pitwood,1893,9
London,planks,1875,9
London,planks,1892,9
London,sleepers,1880,9
London,squares,1887,9
London,squares,1900,9
London,treenails,1874,9
London,treenails,1875,9
London,trellis,1897,9
London (Surrey Commercial Docks),firewood,1887,9
Londonderry,deals,1881,9
MANCHESTER,boxboards,1895,9
MANCHESTER,ends,1895,9
MANCHESTER,staves,1899,9
MANCHESTER,wood,1899,9
Maldon,battens,1881,9
Maryport,deals,1885,9
Middlesbrough,battens,1885,9
Middlesbrough,battens,1893,9
Middlesbrough,boards,1887,9
Middlesbrough,boards,1891,9
Middlesbrough,deals,1881,9
Middlesbrough,firewood,1881,9
Middlesbrough,firewood,1897,9
Montrose,boards,1883,9
Montrose,spars,1881,9
NEWHAVEN,battens,1889,9
Newcastle,pit props,1881,9
Newcastle upon Tyne,sleepers,1879,9
Newcastle upon Tyne,spars,1877,9
Newport,battens,1883,9
Newport,boards,1887,9
Newport,pit props,1890,9
Newry,deal ends,1881,9
Newry,deals,1885,9
Northfleet,staves,1889,9
PERTH,battens,1891,9
Peterhead,staves,1897,9
Peterhead,staves,1899,9
Plymouth,firewood,1885,9
Plymouth,spars,1883,9
Poole,firewood,1889,9
Portsmouth,boards,1881,9
Portsmouth,boards,1885,9
Portsmouth,deals,1895,9
Portsmouth,firewood,1899,9
Preston,ends,1895,9
RAMSGATE,firewood,1883,9
Rochester,battens,1881,9
Rochester,firewood,1889,9
SCARBOROUGH,deals,1887,9
SCARBOROUGH,firewood,1889,9
SCARBOROUGH,firewood,1895,9
Shoreham,firewood,1891,9
Sligo,deals,1881,9
Sligo,deals,1883,9
Southampton,boards,1883,9
Southampton,firewood,1895,9
Southampton,hoops,1893,9
Southampton,splits,1881,9
Southampton,wood,1885,9
Stockton,battens,1885,9
Stockton,boards,1881,9
Stockton,boards,1883,9
Stockton,deals,1885,9
Sunderland,ends,1877,9
Sunderland,mining timber,1883,9
Sunderland,poles,1887,9
Sunderland,poles,1891,9
Sunderland,rails,1889,9
Sunderland,rails,1891,9
Sunderland,squares,1889,9
Sunderland,timber,1897,9
Swansea,deals,1895,9
Teignmouth,deals,1887,9
Teignmouth,deals,1889,9
Troon,ends,1889,9
Tyne Ports,battens,1892,9
Tyne Ports,battens,1898,9
Tyne Ports,boards,1900,9
Tyne Ports,doors,1889,9
Tyne Ports,headings,1883,9
Tyne Ports,hoops,1892,9
Tyne Ports,laths,1893,9
Tyne Ports,lathwood,1887,9
Tyne Ports,mouldings,1889,9
Tyne Ports,pitwood,1887,9
Tyne Ports,planks,1899,9
Tyne Ports,splits,1883,9
Tyne Ports,wood,1885,9
Whitehaven,boards,1883,9
