merchant,destination,year,shipments
J. Bland & Co.,Barrow-in-Furness,1895,5
J. Browne,Belfast,1881,5
J. Budge,Kirkcaldy,1885,5
J. C. Pinkerton,Belfast,1881,5
J. Chapman,Grimsby,1881,5
J. Cormack,Leith,1887,5
J. Currie & Co.,Leith,1891,5
J. Currie & Co.,Leith,1893,5
J. Davis,Swansea,1881,5
J. Denholm & Co.,Alloa,1891,5
J. Dixon,Southampton,1893,5
J. Donaldson & Sons,Leith,1893,5
J. Duncan & Co.,Leith,1875,5
J. Duncan & Co.,Poole,1879,5
J. Dymock,Borrowstounness,1887,5
J. E. A. McGowan,Whitehaven,1883,5
J. E. Pailthorpe,Southampton,1899,5
J. East,London,1879,5
J. Eede Butt & Sons,LITTLEHAMPTON,1893,5
J. F. Ranson,Yarmouth,1887,5
J. Fleming & Co.,Aberdeen,1895,5
J. G. Duncan,Wick,1891,5
J. Gardner & Sons,London,1875,5
J. Graham & Co.,,1875,5
J. Graham & Co.,Newcastle upon Tyne,1877,5
J. Graham & Co.,Tyne Ports,1889,5
J. Griggs,Hartlepool (West),1887,5
J. H. Holme & Co.,MANCHESTER,1899,5
J. Herring & Co.,Tyne Ports,1893,5
J. Horn,Southampton,1887,5
J. J. Norton,Poole,1897,5
J. Jessiman,Dundee,1889,5
J. Kennedy,Alloa,1893,5
J. Kennedy & Co.,Alloa,1887,5
J. Kennedy & Co.,Glasgow,1899,5
J. Kennedy & Co.,Liverpool,1887,5
J. Kennedy & Co.,Liverpool,1893,5
J. Kirkland & Son,Dundee,1879,5
J. McDonnell,Limerick,1885,5
J. Mitchell,Leith,1895,5
J. Mitchell & Co.,Leith,1885,5
J. Owens,Liverpool,1897,5
J. P. Wardle,Tyne Ports,1887,5
J. Paton & Sons,Ayr,1887,5
J. Paton & Sons,Ayr,1895,5
J. R. Boyce,London,1874,5
J. Rankin & Son,Grangemouth,1897,5
J. Rankine & Son,Grangemouth,1883,5
J. Rhodes,Hartlepool (West),1879,5
J. Sadd & Sons,Colchester,1887,5
J. Scott,Tyne Ports,1881,5
J. Scott,Tyne Ports,1885,5
J. Smith & Bros.,Liverpool,1897,5
J. Smith & Co.,Liverpool,1893,5
J. Sutcliffe & Son,Hull,1897,5
J. T. Salvesen & Co.,,1889,5
J. T. Salvesen & Co.,Glasgow,1875,5
J. T. Stanton & Co.,King's Lynn,1881,5
J. T. Stanton & Co.,King's Lynn,1889,5
J. T. Sydenham & Co.,King's Lynn,1893,5
J. W. Baird,Hartlepool,1899,5
J. W. Baird,Hartlepool (West),1895,5
J. W. Baird & Co.,Grangemouth,1887,5
J. W. Baird & Co.,Grangemouth,1895,5
J. W. Walsh,Wexford,1885,5
J. Walker & Co.,Inverness,1897,5
J. Walker & Co.,Inverness,1899,5
James Black & Co.,Tyne Ports,1881,5
James Bros.,Plymouth,1891,5
James Bros. & Co.,Plymouth,1885,5
James Bros. & Co.,Plymouth,1889,5
James Duncan & Co.,Leith,1889,5
James Scott,,1889,5
James Walker & Co.,Inverness,1899,5
Jas,,1877,5
Jas. Cormack,Leith,1889,5
Jas. Davis,Swansea,1881,5
Jas. Porter,Yarmouth,1887,5
Jas. Scott,Tyne Ports,1881,5
Jas. Scott & Son,Tyne Ports,1897,5
Jas. Walker & Co.,Inverness,1887,5
Jenkins,Swansea,1883,5
Jenkins,Swansea,1885,5
Jessen,Cardiff,1883,5
Jessiman,Dundee,1887,5
Jewett,London,1883,5
Jno. Jones,Swansea,1887,5
John Adams,RAMSGATE,1891,5
John Adams,RAMSGATE,1899,5
John Browne & Co.,Belfast,1889,5
John Denholm & Co.,,1887,5
John Eede Butt & Sons,LITTLEHAMPTON,1891,5
John Fleming,Dundee,1877,5
"John Fleming & Co., Ltd.",Aberdeen,1899,5
John Jones & Co.,Swansea,1891,5
Jones,Newport,1883,5
Jones,Swansea,1881,5
Jones & Co.,Bristol,1879,5
Jones & Co.,Newport,1877,5
Jones & Co.,Newport,1897,5
"Jones, Heard",Newport,1881,5
"Jones, Heard, & Co.",Newport,1887,5
Kirkland,Dundee,1881,5
L. G. Mouchel,Swansea,1883,5
L. Miller,Peterhead,1895,5
L. Miller & Co.,Peterhead,1899,5
L. Torkildsen,Sunderland,1881,5
Lambton Coal Co.,Sunderland,1897,5
"Lancaster, Speir, & Co.",Newport,1895,5
Lassodie Colliery Co.,Borrowstounness,1883,5
Leask & Co.,Peterhead,1889,5
Leith & Cooke,London,1885,5
Lennard,Hull,1874,5
Lessees Cargo Fleet,Middlesbrough,1885,5
Lessees of Cargo Fleet,Middlesbrough,1883,5
Lessees of Cargo Fleet,Middlesbrough,1885,5
"Lightbound, Rigby, & Co.",Fleetwood,1891,5
Lindsay & Son,Granton,1885,5
Lines Bros.,,1889,5
Llynvi & Co.,Swansea,1884,5
Llynvi & Tondu Co.,Aberdeen,1881,5
Lochgelly Iron & Coal Co.,Kirkcaldy,1881,5
Loder,,1883,5
London & South Wales Co.,Newport,1884,5
Love,Aberdeen,1893,5
Love,Ayr,1887,5
Love,Borrowstounness,1879,5
Love & Co.,Alloa,1891,5
Love & Co.,Borrowstounness,1885,5
Love & Stewart,,1881,5
Love & Stewart,,1893,5
Love & Stewart,Alloa,1881,5
M. A. Lohre,Newcastle upon Tyne,1877,5
M. Fischer & Co.,Alloa,1879,5
M. J. Ellingsen,Leith,1881,5
M. J. Ellingsen,Leith,1897,5
Macpherson & McLaren,,1877,5
Macpherson & McLaren,Grangemouth,1891,5
Macpherson & McLaren,Grangemouth,1897,5
Madsen,Granton,1883,5
Madsen,Granton,1895,5
Madsen & Borch,Alloa,1895,5
Main Colliery Co.,Swansea,1889,5
Manzanos,Cardiff,1897,5
Marcus Moxham & Co.,Swansea,1887,5
Margrave & Co.,Llanelli,1885,5
Margrave & Co.,Llanelli,1887,5
Marquis of Londonderry,Sunderland,1883,5
Marshall & Atkinson,Grimsby,1893,5
Martin,Dublin,1887,5
Martin & Marquand,Cardiff,1885,5
May,Hartlepool (West),1887,5
May & Hassell,,1887,5
May & Hassell,,1889,5
May & Hassell,Bristol,1891,5
May & Hassell,Hartlepool (West),1891,5
May & Hassell,Hartlepool (West),1893,5
May & Hassell,Hull,1891,5
May & Hassell,LOWESTOFT,1895,5
May & Hassell,LOWESTOFT,1899,5
May & Hassell,Poole,1881,5
May & Hassell,Poole,1891,5
May & Hassell,Poole,1895,5
McPherson,Grangemouth,1881,5
McPherson & McLaren,,1885,5
Meggitt & Jones,Cardiff,1893,5
Meier & Co.,Sunderland,1883,5
"Messrs, Ltd.",London,1897,5
"Metcalfe, Simpson, & Co.",Hartlepool (West),1891,5
Milne,Aberdeen,1889,5
Mitchell,,1879,5
Mitchell,Granton,1883,5
"Mitchell, Thomson, & Co.",,1877,5
Mitshel & Co.,Sunderland,1885,5
Mitshel & Co.,Sunderland,1889,5
Morel Bros.,,1877,5
"Morgan, Wakley, & Co.",Cardiff,1897,5
Muirhead,Grangemouth,1891,5
"Munro, Brice & Co.",Liverpool,1899,5
N. R. Taylor,Grimsby,1889,5
N. R. Taylor,Grimsby,1897,5
Nance,Cardiff,1879,5
Napier & Co.,Sunderland,1889,5
"Neale, Harrison, & Co.",Liverpool,1893,5
"Neale, Harrison, & Co.",Liverpool,1895,5
Neck & Co.,London,1879,5
"Nevill, Druce, & Co.",Llanelli,1885,5
"Nevill, Druce, & Co.",Llanelli,1889,5
"Neville, Druce, & Co.",Llanelli,1885,5
Newport (Mon.) Pitwood Co.,Newport,1890,5
Newport Pitwood Co.,Swansea,1895,5
Nicholas,Newport,1895,5
"Nicholas & Co., Lim",Newport,1889,5
Nicholl & Co.,Colchester,1893,5
Nicholl & Co.,Colchester,1897,5
Nicholl & Co.,Colchester,1899,5
Nicks & Co.,Gloucester,1893,5
Nielsen,Hartlepool (West),1885,5
Nielsen,Hartlepool (West),1889,5
Nilsson,Hartlepool (West),1881,5
Nilsson & Co.,Hartlepool (West),1889,5
"North, Ellis, & Co.",Grimsby,1893,5
Norton & Kite,Southampton,1879,5
Norway yard,London,1885,5
Norway yard,London,1887,5
Nutman & Son,London,1899,5
O'Connor & Cullen,Sligo,1881,5
O'Connor & Sons,Cork,1885,5
"Ochoa, Parker, & Co.",Cardiff,1893,5
Orfeur,Yarmouth,1879,5
Osbeck & Co.,Liverpool,1889,5
Osbeck & Co.,Liverpool,1895,5
Owners Middlesbrough Estate,Middlesbrough,1891,5
P. & H. Lewis,BEAUMARIS,1897,5
P. & J. Wilkie,Glasgow,1889,5
P. Rolt & Co.,London,1874,5
"Palfreman, Foster & Co.",Ipswich,1899,5
Palgrave,Yarmouth,1879,5
Palgrave Brown,Yarmouth,1879,5
"Palmer, Hall, & Co.",Tyne Ports,1897,5
"Pape, Day, & Co.",Hartlepool (West),1883,5
Park,Leith,1891,5
Park & Co.,Leith,1887,5
"Park, Dobson, & Co.",Leith,1879,5
"Park, Dobson, & Co.",Yarmouth,1879,5
Parsons Brothers,NEWHAVEN,1893,5
"Partridge, Jones & Co., Ltd.",Newport,1899,5
Paterson & Co.,Banff,1883,5
Paterson & Co.,Banff,1885,5
Peacock,Sunderland,1881,5
Pearson,Hartlepool (West),1883,5
Pearson,Hartlepool (West),1887,5
Pearson,Hartlepool (West),1893,5
Pearson & Co.,Hartlepool (West),1899,5
Pedersen,Hartlepool,1899,5
Penney,Shoreham,1895,5
Peter Hopkins,Swansea,1887,5
Pickford,Hartlepool (West),1895,5
Pickford & Co.,Hartlepool (West),1887,5
"Pierce, Watts, & Co.",Preston,1893,5
Pitcairn Bros.,Liverpool,1883,5
"Poole, Baltic, & Quebec Timber Co.",Poole,1893,5
Powley,Cardiff,1897,5
"Powley, Thomas, & Co.",Cardiff,1890,5
"Powley, Thomas, & Co.",Swansea,1889,5
Preston Timber Co.,LANCASTER,1881,5
Preston Timber Co.,LANCASTER,1883,5
Preston Timber Co.,LANCASTER,1885,5
Preston Timber Co.,LANCASTER,1887,5
Price & Pierce,Liverpool,1889,5
Price & Pierce,London,1887,5
Price & Pierce,London,1893,5
Price & Pierce,London,1897,5
"Price, Potter, Walker, & Co.",Barrow-in-Furness,1881,5
Pritchard,Hartlepool (West),1891,5
Pyman,Hartlepool (West),1885,5
Pyman,Hartlepool (West),1891,5
Pyman,Hull,1887,5
Pyman,Hull,1889,5
Pyman,Tyne Ports,1881,5
Pyman & Co.,Hartlepool (West),1889,5
Pyman & Co.,Hartlepool (West),1893,5
Pyman & Co.,Newcastle upon Tyne,1879,5
"Pyman, Bell, & Co.",,1875,5
"Pyman, Bell, & Co.",Cardiff,1897,5
"Pyman, Bell, & Co.",Hull,1898,5
"Pyman, Bell, & Co.",Middlesbrough,1897,5
"Pyman, Bell, & Co.",Sunderland,1889,5
"Pyman, Bell, & Co.",Tyne Ports,1879,5
Quebec yard,London,1887,5
Quiggen & Co.,DOUGLAS,1883,5
Quiggin & Co.,DOUGLAS,1885,5
Quiggin & Co.,DOUGLAS,1891,5
"R. Gething, jun., & Co.",Newport,1893,5
R. Grandidge,Chester,1885,5
R. Grandidge,Liverpool,1885,5
R. Grandidge,Liverpool,1889,5
R. Grandidge,London,1885,5
R. H. Dahl,London,1895,5
R. H. Dahl & Co.,London,1874,5
R. H. Dahl & Co.,London,1881,5
R. H. Mitchell & Co.,Peterhead,1881,5
R. H. Penney,Shoreham,1893,5
R. H. Penney & Son,Shoreham,1895,5
R. Hamilton & Co.,Glasgow,1895,5
R. Lauder & Co.,Hartlepool (West),1887,5
R. Lauder & Co.,Hartlepool (West),1889,5
R. Lauder & Co.,Hartlepool (West),1891,5
R. Martin & Co.,Dublin,1891,5
R. Martin & Co.,Dublin,1895,5
R. Melville,Grangemouth,1881,5
R. Melville & Co.,Grangemouth,1874,5
R. Melville & Co.,Grangemouth,1875,5
R. Melville & Co.,Grangemouth,1897,5
R. Millar & Sons,Aberdeen,1893,5
R. Millar & Sons,Montrose,1883,5
R. Parker & Co.,Liverpool,1899,5
R. W. & F. C. Sharp,EXETER,1885,5
R. W. & F. C. Sharp,EXETER,1899,5
R. W. Stonehouse,Newport,1881,5
"R. Wade, Sons & Co., Ltd.",Liverpool,1899,5
"R. Wade, Sons, & Co.",,1897,5
Ramsay,Dublin,1895,5
Ranson,Yarmouth,1879,5
Rayne,Tyne Ports,1887,5
Rayner,Hartlepool (West),1883,5
Rayner & Co.,Leith,1885,5
Rayner & Moller,,1883,5
Rayner & Moller,Hartlepool (West),1887,5
Rayner & Moller,Hull,1889,5
Redmond & Co.,Newry,1883,5
Rennie & Co.,Yarmouth,1879,5
"Rennie, Wilkinson, & Co.",Newport,1887,5
Richard Grandidge,Chester,1881,5
"Richardson, Spence, & Co.",Southampton,1893,5
"Robbins, Lane, & Pinniger",Bristol,1899,5
Roberts,Hull,1897,5
"Robinson, Dunn, & Co.",Glasgow,1881,5
"Robinson, Dunn, & Co.",Glasgow,1889,5
"Robinson, Dunn, & Co.",Troon,1889,5
Ropkins & Co.,WISBECH,1891,5
Ropkins & Co.,WISBECH,1893,5
Ross & Co.,,1875,5
Royal Mail S. Pkt. Co.,Southampton,1899,5
S. Brooks,Liverpool,1885,5
S. Brown,London,1887,5
S. Brown,London,1889,5
S. Ellis,Grimsby,1891,5
Salvesen,Grangemouth,1879,5
Salvesen,Grangemouth,1891,5
Salvesen,Grangemouth,1893,5
Salvesen,Grangemouth,1897,5
Salvesen,Granton,1881,5
Salvesen,Granton,1891,5
Salvesen & Co.,Grangemouth,1889,5
Salvesen & Co.,Grangemouth,1893,5
Salvesen & Co.,Granton,1887,5
Samuel Ellis,Grimsby,1891,5
Saul & Son,Yarmouth,1879,5
Saul & Son,Yarmouth,1885,5
Schroeter,Cardiff,1885,5
Schroeter,Cardiff,1895,5
Schroeter & Co.,Cardiff,1881,5
Schroeter & Co.,Cardiff,1885,5
Schroeter & Co.,Cardiff,1893,5
Scott,Tyne Ports,1887,5
Seddon & Co.,Grimsby,1887,5
Sharp & Hiscox,WISBECH,1885,5
Short Bros.,Sunderland,1895,5
Sidney Robinson & Co.,Cardiff,1887,5
Sieveking & Co.,London,1874,5
Simkin Bros.,Cardiff,1892,5
Simson,London,1881,5
Simson,London,1883,5
Simson & Mason,London,1874,5
Singer Manufacturing Co.,Glasgow,1891,5
Singleton,Glasgow,1891,5
Singleton,Glasgow,1893,5
Singleton,Hartlepool (West),1881,5
Singleton & Co.,Greenock,1889,5
"Singleton, Dunn, & Co.",Glasgow,1874,5
"Singleton, Dunn, & Co.",Glasgow,1879,5
Slimman & Robertson,Dundee,1883,5
Slimman & Robertson,Dundee,1885,5
Smith,Hull,1875,5
Smith,Hull,1887,5
Smith's Timber Co.,WISBECH,1899,5
"Smith, Sharp, Hiscox, & Co.",WISBECH,1887,5
Somerset Trading Co.,Bridgwater,1887,5
Southern,Tyne Ports,1879,5
Spaight & Sons,Limerick,1885,5
Stanley & Hyde,WISBECH,1899,5
Stanton,King's Lynn,1883,5
Stevenson,Borrowstounness,1895,5
Stevenson,Borrowstounness,1897,5
Sutcliffe & Son,Grimsby,1891,5
Sutherland,Liverpool,1879,5
Swansea Coal Co.,Swansea,1883,5
Sydenham,Poole,1881,5
"Sydenham, Hunt",Poole,1879,5
T. A. Whittle & Co.,FAVERSHAM,1893,5
T. Adams & Sons,Gloucester,1889,5
"T. Adams & Sons, Lim",Gloucester,1889,5
"T. Adams & Sons, Ltd.",Gloucester,1899,5
T. B. & S. Batchelor,Newport,1889,5
T. B. & S. Batchelor & Co.,Newport,1887,5
T. B. Allen & Co.,Dublin,1897,5
T. Beynon & Co.,Newport,1885,5
T. D. Will & Co.,Fraserburgh,1883,5
T. Dixon & Sons,Belfast,1898,5
T. Gabriel & Son,Grimsby,1889,5
T. Spowart & Co.,Alloa,1889,5
T. Watkins & Co.,,1893,5
T. Wells & Co.,LITTLEHAMPTON,1893,5
T. Wells & Co.,LITTLEHAMPTON,1895,5
"T. Wells & Co., Ltd.",LITTLEHAMPTON,1899,5
Tagart,Southampton,1891,5
Tagart,Southampton,1895,5
Tagart,Southampton,1897,5
Tagart & Co.,Leith,1875,5
Tagart & Co.,Southampton,1879,5
"Tagart, Beaton & Co.",Liverpool,1899,5
"Tagart, Beaton & Co.",London,1891,5
"Tagart, Morgan, & Co.",London,1899,5
"Tagart, Morgan, & Co.",Southampton,1889,5
"Tagart, Morgan, & Co.",Southampton,1895,5
"Tagart, Morgan, & Co.",Tyne Ports,1899,5
"Tagart, Morgan, & Coles",Southampton,1899,5
Tapson,Cardiff,1885,5
Tapson & Co.,Cardiff,1891,5
Taylor,Bristol,1883,5
Taylor,Grimsby,1887,5
Taylor,Grimsby,1891,5
Taylor,Sunderland,1885,5
Taylor & Co.,Bristol,1881,5
Taylor & Jessup,Harwich,1885,5
Taylor & Jessup,Harwich,1887,5
"Taylor, Pierce, & Co.",Liverpool,1887,5
Tealby & Co.,Hull,1899,5
Tellefsen & Co.,Cardiff,1877,5
Tellefsen & Co.,Cardiff,1899,5
Thomas & Co.,Cardiff,1899,5
Thomas Bailey,Portsmouth,1881,5
Thompson,Cardiff,1883,5
Thompson,King's Lynn,1881,5
Thompson,King's Lynn,1895,5
Thompson & Co.,,1881,5
Thompson & Co.,Granton,1889,5
"Thompson, Pattrick, & Co.",King's Lynn,1897,5
Thomson,Alloa,1879,5
Thomson,Alloa,1889,5
Thomson,Leith,1889,5
"Thomson, Bonar, & Co.",,1881,5
"Thomson, Bonar, & Co.",London,1881,5
"Thos. Elliot & Son, Ltd.",Sunderland,1899,5
Townhill Coal Co.,Borrowstounness,1883,5
Townsend,Aberdeen,1891,5
Trayes & Co.,Cardiff,1879,5
Trayes & Co.,Cardiff,1897,5
Turner & Co.,London,1891,5
Upper Quebec sheds,London,1887,5
V. Nilson,Hartlepool (West),1887,5
Van Haansbergen & Usher,Tyne Ports,1883,5
Victor Nilson & Co.,,1887,5
Vivian,Swansea,1881,5
W. & L. Crowe,Dublin,1897,5
W. Bevan & Co.,Swansea,1889,5
W. Brown & Co.,Ipswich,1883,5
W. Brown & Co.,Ipswich,1887,5
W. Brown & Co.,Ipswich,1889,5
W. Cargill,Arbroath,1881,5
W. Crundall,Dover,1885,5
W. Crundall,QUEENBOROUGH,1885,5
W. D. Coxon,Hartlepool (West),1893,5
W. Dance,London,1879,5
W. Davies & Co.,Swansea,1887,5
W. Donaldson,Borrowstounness,1883,5
W. Donaldson,Borrowstounness,1885,5
W. Donaldson,Borrowstounness,1893,5
W. Edgar & Co.,Cardiff,1889,5
W. G. Foy & Co.,Swansea,1889,5
W. G. Foy & Co.,Swansea,1895,5
W. Gradwell & Co.,Barrow-in-Furness,1895,5
W. Hope,London,1885,5
W. J. Watson & Co.,Hartlepool (West),1887,5
W. J. Watson & Co.,Hartlepool (West),1897,5
W. J. Wilton,LOWESTOFT,1885,5
W. Lindsay & Son,Granton,1889,5
W. Pindar,Grimsby,1889,5
W. R,Cardiff,1895,5
W. Sangster,Peterhead,1881,5
W. Shanks & Sons,Borrowstounness,1895,5
W. Southern,Newcastle upon Tyne,1879,5
W. Southern & Son,Tyne Ports,1883,5
W. Stewart,Banff,1885,5
W. Thomas,Chester,1881,5
W. Thomson,Leith,1883,5
Wade,Hull,1885,5
"Wade, Sons & Co., Ltd.",Hull,1899,5
"Wade, Sons, & Co.",Hartlepool (West),1883,5
"Wade, Sons, & Co.",Hull,1883,5
Wallace,Borrowstounness,1883,5
Wallace & Brown,Arbroath,1883,5
Watson,Middlesbrough,1895,5
Watson & Co.,Middlesbrough,1891,5
Watson & Todd,Liverpool,1895,5
Watsons,Cardiff,1893,5
Watts & Co.,Southampton,1895,5
Wells,Hull,1885,5
"Wells, Cookson, & Co.",Hull,1883,5
Western Railway,Southampton,1895,5
"Whiteside, Johns, & Co.",Liverpool,1897,5
Wiener,Sunderland,1897,5
Wilkie,Grangemouth,1885,5
William Davies & Co.,Swansea,1887,5
Williams & Davis,Swansea,1884,5
"Williams, Thomas, & Co.",Cardiff,1885,5
Wilson,Greenock,1875,5
Wilson,Liverpool,1875,5
"Wilson, Sons, & Co.",Hull,1892,5
"Wilson, Sons, & Co.",Hull,1895,5
Wilsons,Hull,1900,5
Wintringham & Son,Hull,1897,5
With,London,1885,5
With & Co.,London,1875,5
"With, Webster, & Co.",,1885,5
"With, Webster, & Co.",London,1874,5
Wm,Glasgow,1874,5
Wm,Tyne Ports,1875,5
Wm. Briggs & Son,Sunderland,1883,5
Wm. Briggs & Sons,Sunderland,1891,5
Wm. Davies & Co.,Stockton,1899,5
Wm. Graham,Dublin,1895,5
Wright,Glasgow,1883,5
York Coal Co.,Goole,1889,5
& Co.,Liverpool,1874,4
& Co.,London,1875,4
& Co.,Newport,1895,4
"& c., Bennetts & Co.",Swansea,1877,4
"& c., Emblin & Co.",Bristol,1874,4
"& c., Emblin & Co.",Bristol,1875,4
"& c., Jenkins",Hull,1874,4
"& c., Smith",Hull,1875,4
"& c., Voigt",Hull,1875,4
"& c., Winter",Liverpool,1875,4
A. & G. Paterson,Grangemouth,1877,4
A. & G. Paterson,Grangemouth,1881,4
A. & G. Paterson,Grangemouth,1885,4
A. & G. Paterson,Grangemouth,1891,4
A. B. Bowden & Co.,Hull,1899,4
A. B. Richardson & Co.,Hartlepool (West),1877,4
A. Beeby,Boston,1895,4
A. Beeby & Son,Boston,1895,4
A. Bruce & Co.,Boston,1889,4
A. Bruce & Co.,Boston,1897,4
A. Bruce & Co.,Hull,1897,4
A. Bruce & Co.,Kirkcaldy,1891,4
A. Bruce & Co.,Kirkcaldy,1897,4
A. Capelle,Cardiff,1898,4
A. Capelle,Swansea,1897,4
A. Dempsey,Liverpool,1889,4
A. Dempsey & Co.,MANCHESTER,1899,4
A. Dobell & Co.,,1899,4
A. Duranty & Co.,Liverpool,1875,4
A. F. & D. Mackay,,1891,4
A. Forres,Cardiff,1883,4
A. Garland & Roger,Leith,1887,4
A. Garland & Roger,Leith,1891,4
A. Gulstad & Co.,Borrowstounness,1883,4
A. H. Tapson,Cardiff,1895,4
A. H. Tapson & Co.,Cardiff,1898,4
A. H. Tapson & Co.,Cardiff,1900,4
A. H. Tapson & Co.,Newport,1891,4
A. H. Tapson & Co.,Newport,1899,4
A. Hood & Co.,Tyne Ports,1875,4
A. Hood & Co.,Tyne Ports,1885,4
A. Livings,Hull,1891,4
A. McEwen & Sons,Wick,1893,4
A. Morrison,Peterhead,1883,4
A. P. Filleul & Co.,Cardiff,1895,4
A. Reed,Tyne Ports,1881,4
A. Robertson,Peterhead,1881,4
"A. Sharp & Co., Ltd.",COWES,1899,4
A. T. Williamson & Co.,,1877,4
A. Wallace,Alloa,1885,4
A. Wallace,Borrowstounness,1881,4
Acorn yard,,1885,4
Adams,Gloucester,1885,4
Adams & Co.,Gloucester,1887,4
Adams & Sons,Gloucester,1891,4
Addington Timber Co.,RAMSGATE,1899,4
Aitken,Leith,1889,4
Aitken,Leith,1891,4
Alex,Grangemouth,1875,4
Alexanders,Cardiff,1893,4
Alexanders & Co.,Bristol,1895,4
Alexanders & Co.,London,1893,4
Alfred Stonehouse & Co.,Newport,1887,4
Allen,Hull,1887,4
Allen,Hull,1899,4
Allen,Liverpool,1895,4
Allen & Son,Southampton,1879,4
Allen & Son,Southampton,1885,4
Allison,Glasgow,1891,4
Allison,Greenock,1885,4
Allison,Greenock,1889,4
"Allison, Cousland",Glasgow,1881,4
"Allison, Cousland, & Co.",Glasgow,1881,4
"Allison, Cousland, & Co.",Greenock,1889,4
"Allison, Cousland, & Co.",Greenock,1897,4
"Allison, Cousland, & Hamilton",Glasgow,1874,4
"Allison, Cousland, & Hamilton",Grangemouth,1877,4
"Allison, Cousland, & Hamilton",Greenock,1874,4
"Allison, Cousland, & Hamilton",Greenock,1881,4
Alloa Coal Co.,Alloa,1885,4
Alloa Coal Co.,Alloa,1897,4
"Armitage, Fry, & Co.",London,1881,4
Armstrong & Co.,Sunderland,1885,4
"Atkinson, Cowper, & Co.",,1877,4
B. Haughton & Co.,Cork,1895,4
B. Howell & Son,Llanelli,1883,4
Bailey & Leetham,Hull,1887,4
Baird & Co.,Hartlepool (West),1899,4
Baltic Saw-mills Co.,NEWHAVEN,1893,4
Baltic Saw-mills Co.,Rochester,1885,4
Baltic Saw-mills Co.,Rochester,1887,4
Baltic sheds,London,1887,4
"Bancroft, Harris, & Budgett",Bristol,1889,4
Bannister,Grimsby,1889,4
Barker & Bell,Sunderland,1887,4
Barkworth & Spaldin,Gloucester,1895,4
Barkworth & Spaldin,Grimsby,1877,4
Barton & Son,,1898,4
Batten & Couch,PENZANCE,1889,4
Bayley & Co.,Bristol,1874,4
Bayly,Plymouth,1881,4
Bayly,Plymouth,1883,4
Bayly,Plymouth,1893,4
Bayly & Co.,Bristol,1875,4
Beaton & Co.,London,1899,4
Beavan,Cardiff,1883,4
Beeby & Son,Boston,1887,4
Beeby & Son,Lynn,1879,4
Bell,Dundee,1891,4
Bell,Dundee,1893,4
Bell & Co.,Newcastle upon Tyne,1877,4
Bell & Co.,Tyne Ports,1899,4
Bennette,Grimsby,1891,4
Bennetts,Grimsby,1899,4
Bennetts,Hull,1883,4
Bennetts & Co.,FAVERSHAM,1893,4
"Bennetts, Ltd.",MANCHESTER,1899,4
"Bessler, Waechter, & Co.",Liverpool,1899,4
Betts & Co.,Weymouth,1895,4
Beves & Co.,Shoreham,1887,4
Bildt & Co.,,1881,4
Bildt & Co.,Tyne Ports,1881,4
Bjorck,Hull,1883,4
Black,Tyne Ports,1881,4
Black & Co.,Tyne Ports,1885,4
Blaik,Leith,1887,4
Blaik,Leith,1891,4
Blaik,Leith,1895,4
Blaik & Co.,Leith,1893,4
Bland,Cardiff,1881,4
Bland,Cardiff,1885,4
Bland,Cardiff,1889,4
Bland & Co.,,1875,4
Bland & Co.,,1877,4
Booth & Co.,Gloucester,1885,4
"Borries, Craig, & Co.",Tyne Ports,1883,4
Bowman,Kirkcaldy,1889,4
Bowman,Kirkcaldy,1891,4
Bowman & Co.,Kirkcaldy,1887,4
Brandt & Co.,,1889,4
Briggs,Hull,1874,4
Brimmell & Miller,FAVERSHAM,1895,4
Brimmell & Miller,Folkestone,1893,4
British Screw Co.,Liverpool,1897,4
Broadbent & Gresham,Hull,1895,4
Broadbent & Gresham,Hull,1897,4
"Brooks, Thomas, & Co.",Dublin,1899,4
Brown,,1887,4
Brown,London,1885,4
Brown,London,1889,4
Brown & Co.,,1885,4
Brown & Son,Colchester,1893,4
Brown & Son,Maldon,1881,4
"Brown & Son, Ltd.",Colchester,1899,4
Brownlee,,1879,4
Brownlee,Grangemouth,1895,4
Brownlee & Co.,Glasgow,1897,4
Brownlee & Co.,Greenock,1891,4
Brownlee & Co.,Troon,1883,4
Bryant & May,,1885,4
Bryant & May,London,1885,4
Bryant & May,London,1887,4
Bryant & May,London,1897,4
"Bryant, Powis, & Co.",London,1881,4
"Bryce, Junor, & White",Liverpool,1895,4
Bryndu Coal Co.,Swansea,1881,4
Bryson & Co.,Alloa,1897,4
"Bryson, Jameson, & Co.",,1897,4
"Bryson, Jameson, & Co.",Hull,1881,4
"Bryson, Jameson, & Co.",Hull,1883,4
Budd,Newport,1879,4
Budd,Newport,1898,4
Budd & Co.,,1889,4
Budd & Co.,Newport,1886,4
Budd & Co.,Newport,1898,4
Burgess & Co.,Swansea,1893,4
Burgess & Co.,Swansea,1899,4
"Burham Brick, Lime, & Cement Co.",Rochester,1889,4
Burham Cement Co.,Rochester,1881,4
Burke & Co.,Belfast,1885,4
Burt,,1885,4
Burt,Grimsby,1887,4
Burt,London,1885,4
Burt & Co.,Newport,1879,4
"Burt, Boulton",Grimsby,1897,4
"Burt, Boulton, & Co.",,1885,4
"Burt, Boulton, & Co.",Grimsby,1897,4
"Burt, Boulton, & Co.",LOWESTOFT,1889,4
"Burt, Boulton, & Co.",London,1887,4
